cloudinary_url,selected_candidate,match_type,matched_file_count,matched_files,occurrence_count,repo_references
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1744286028/Graphic_waves_qtvac7.svg,Graphic_waves_qtvac7.svg,exact_filename,1,Graphic_waves_qtvac7.svg,1,src/pages/terms-and-conditions.js:165
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1745050251/Graphic-1-Transparent_1_y95aqf.svg,Graphic-1-Transparent_1_y95aqf.svg,exact_filename,1,Graphic-1-Transparent_1_y95aqf.svg,1,src/components/WhoWeAreSection.js:119
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1752839793/Humble_Beeing_Black_Logo_with_text.svg,Humble_Beeing_Black_Logo_with_text.svg,exact_filename,1,Humble_Beeing_Black_Logo_with_text.svg,2,src/components/Navbar.js:46 | src/components/Navbar.js:221
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757451427/20210206_125023_wdecoo.jpg,20210206_125023_wdecoo.jpg,exact_filename,1,20210206_125023_wdecoo.jpg,3,src/pages/blog/how-to-store-honey-in-kampala-heat-and-humidity-tips.js:33 | src/pages/contact.js:25 | src/pages/hb-home.js:70
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757451431/20210731_172431_1_v5vw1y.jpg,20210731_172431_1_v5vw1y.jpg,exact_filename,1,20210731_172431_1_v5vw1y.jpg,4,src/pages/blog/beeswax-candles-uganda-clean-burn-guide.js:21 | src/pages/blog/how-we-test-honey-purity-in-uganda-lab-and-field.js:22 | src/pages/blog/scented-candles-uganda-fragrance-guide-and-room-pairings.js:26 | src/pages/hb-home.js:59
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757451447/IMG_0203_s6bliw.jpg,IMG_0203_s6bliw.jpg,exact_filename,1,IMG_0203_s6bliw.jpg,5,src/pages/blog/[slug].js:26 | src/pages/blog/[slug].js:51 | src/pages/blog/best-honey-in-kampala-buyers-guide-2025.js:60 | src/pages/blog/ugandan-gift-ideas-honey-and-candle-gift-sets.js:21 | src/pages/hb-home.js:69
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757495003/IMG_0291_pkvi7q.jpg,IMG_0291_pkvi7q.jpg,exact_filename,1,IMG_0291_pkvi7q.jpg,4,src/pages/blog/how-to-store-honey-in-kampala-heat-and-humidity-tips.js:44 | src/pages/hb-home.js:62 | src/pages/lab-tests.js:46 | src/pages/our-story.js:17
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757495029/WhiteLogo_of0ehe.png,WhiteLogo_of0ehe.png,exact_filename,1,WhiteLogo_of0ehe.png,1,src/components/Navbar.js:222
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497289/IMG_0214_ma3gau.jpg,IMG_0214_ma3gau.jpg,exact_filename,1,IMG_0214_ma3gau.jpg,5,src/pages/blog/how-we-test-honey-purity-in-uganda-lab-and-field.js:28 | src/pages/blog/scented-candles-uganda-fragrance-guide-and-room-pairings.js:21 | src/pages/blog/where-to-buy-honey-in-kampala-stockists-and-delivery.js:44 | src/pages/hb-home.js:61 | src/pages/impact-and-sustainability.js:18
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497299/IMG_0111_m68vis.jpg,IMG_0111_m68vis.jpg,exact_filename,1,IMG_0111_m68vis.jpg,5,src/pages/blog/organic-honey-in-uganda-what-it-really-means.js:27 | src/pages/blog/where-to-buy-honey-in-kampala-stockists-and-delivery.js:33 | src/pages/contact-and-connect.js:23 | src/pages/contact-and-connect.js:44 | src/pages/hb-home.js:66
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497310/IMG_0100_nb3zq6.jpg,IMG_0100_nb3zq6.jpg,exact_filename,1,IMG_0100_nb3zq6.jpg,3,src/pages/blog/raw-honey-uganda-benefits-and-buying-guide.js:43 | src/pages/blog/specialist-honey-for-chefs-in-kampala-pairings-and-uses.js:27 | src/pages/hb-home.js:68
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497640/IMG_0095_zdx7pv.jpg,IMG_0095_zdx7pv.jpg,exact_filename,1,IMG_0095_zdx7pv.jpg,6,src/pages/blog/[slug].js:32 | src/pages/blog/best-honey-in-kampala-buyers-guide-2025.js:49 | src/pages/blog/index.js:109 | src/pages/blog/organic-honey-in-uganda-what-it-really-means.js:21 | src/pages/blog/ugandan-gift-ideas-honey-and-candle-gift-sets.js:26 | src/pages/hb-home.js:64
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497733/IMG_0151_wrxcit.jpg,IMG_0151_wrxcit.jpg,exact_filename,1,IMG_0151_wrxcit.jpg,3,src/pages/blog/beeswax-candles-uganda-clean-burn-guide.js:26 | src/pages/blog/premium-honey-uganda-what-makes-it-worth-it.js:22 | src/pages/hb-home.js:63
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497768/IMG_0072_n3ab2i.jpg,IMG_0072_n3ab2i.jpg,exact_filename,1,IMG_0072_n3ab2i.jpg,4,src/components/SEO.jsx:6 | src/pages/blog/premium-honey-uganda-what-makes-it-worth-it.js:28 | src/pages/hb-home.js:37 | src/pages/hb-home.js:67
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757497786/IMG_0185_c83zq7.jpg,IMG_0185_c83zq7.jpg,exact_filename,1,IMG_0185_c83zq7.jpg,2,src/pages/hb-home.js:60 | src/pages/hb-home.js:484
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757498617/IMG_0231_jpk3oz.jpg,IMG_0231_jpk3oz.jpg,exact_filename,1,IMG_0231_jpk3oz.jpg,4,src/pages/blog/raw-honey-uganda-benefits-and-buying-guide.js:33 | src/pages/blog/wholesale-honey-kampala-suppliers-guide.js:26 | src/pages/hb-home.js:65 | src/pages/wholesale-and-partnerships.js:18
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757512779/Logo-with-words-TRANSPARENT_us7dmd.png,Logo-with-words-TRANSPARENT_us7dmd.png,exact_filename,1,Logo-with-words-TRANSPARENT_us7dmd.png,1,src/components/Footer.js:78
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757515387/lOGO-LARGE-transparent_gl7jrn.png,lOGO-LARGE-transparent_gl7jrn.png,exact_filename,1,lOGO-LARGE-transparent_gl7jrn.png,4,src/pages/_document.js:12 | src/pages/contact.js:18 | src/pages/hb-home.js:191 | src/pages/terms-and-conditions.js:221
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757585366/HB_Tasting_Latitude2_qh91nd.png,HB_Tasting_Latitude2_qh91nd.png,exact_filename,1,HB_Tasting_Latitude2_qh91nd.png,1,src/pages/hb-home.js:784
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757585367/HB_Tasting_Letaru_2_axwfee.png,HB_Tasting_Letaru_2_axwfee.png,exact_filename,1,HB_Tasting_Letaru_2_axwfee.png,3,src/pages/hb-home.js:323 | src/pages/our-story.js:49 | src/pages/wholesale-and-partnerships.js:42
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757585872/HB_Pouring_Honey_fypwmz.png,,no_match,0,,1,src/pages/our-process.js:75
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757586042/HB_Beekeeper_Field_yvm7dn.png,,no_match,0,,1,src/pages/our-process.js:33
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757586042/HB_Beeswax_qonpwy.png,,no_match,0,,1,src/pages/our-process.js:82
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757586042/HB_Infused_Honeys_zfy3c4.png,,no_match,0,,1,src/pages/our-process.js:89
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757586042/HB_Single_Origin_vvfwce.png,,no_match,0,,1,src/pages/our-process.js:68
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757589584/AMW_Cropped_zguxn7.png,AMW_Cropped_zguxn7.png,exact_filename,1,AMW_Cropped_zguxn7.png,2,src/pages/hb-home.js:557 | src/pages/hb-home.js:558
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757598212/ObayaPFP.26bfbd84_puexik.jpg,ObayaPFP.26bfbd84_puexik.jpg,exact_filename,1,ObayaPFP.26bfbd84_puexik.jpg,1,src/pages/hb-home.js:179
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757598800/Obaya_honey_week_m4wiae.png,Obaya_honey_week_m4wiae.png,exact_filename,1,Obaya_honey_week_m4wiae.png,2,src/pages/hb-home.js:175 | src/pages/hb-home.js:615
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757599416/HB_tasting_letaru_aopu57.png,HB_tasting_letaru_aopu57.png,exact_filename,1,HB_tasting_letaru_aopu57.png,1,src/pages/hb-home.js:176
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757599558/AnguyoPFP.d8c042b3_1_ub5ssi.jpg,AnguyoPFP.d8c042b3_1_ub5ssi.jpg,exact_filename,1,AnguyoPFP.d8c042b3_1_ub5ssi.jpg,1,src/pages/hb-home.js:177
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757599679/LetaruPFP.3d162952_kvvv1k.png,LetaruPFP.3d162952_kvvv1k.png,exact_filename,1,LetaruPFP.3d162952_kvvv1k.png,1,src/pages/hb-home.js:178
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622463/latitude-logo-black_vswv88.png,latitude-logo-black_vswv88.png,exact_filename,1,latitude-logo-black_vswv88.png,2,src/pages/blog/specialist-honey-for-chefs-in-kampala-pairings-and-uses.js:21 | src/pages/hb-home.js:23
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622699/coffeatlastlgog_lsat63.png,coffeatlastlgog_lsat63.png,exact_filename,1,coffeatlastlgog_lsat63.png,1,src/pages/blog/wholesale-honey-kampala-suppliers-guide.js:21
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622734/farmtotable_ilqbss.jpg,farmtotable_ilqbss.jpg,exact_filename,1,farmtotable_ilqbss.jpg,1,src/pages/hb-home.js:30
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622805/afrotide_g6egnn.jpg,afrotide_g6egnn.jpg,exact_filename,1,afrotide_g6egnn.jpg,1,src/pages/hb-home.js:31
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622961/32east_hvuk3u.jpg,32east_hvuk3u.jpg,exact_filename,1,32east_hvuk3u.jpg,1,src/pages/hb-home.js:29
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759497151/UNBS_QMark_Logo_v8hbbz.png,UNBS_QMark_Logo_v8hbbz.png,exact_filename,1,UNBS_QMark_Logo_v8hbbz.png,1,src/pages/hb-home.js:968
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759497155/TUNADO_logo_ssjqo4.png,TUNADO_logo_ssjqo4.png,exact_filename,1,TUNADO_logo_ssjqo4.png,1,src/pages/hb-home.js:956
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759497169/random-institute-zXu9RsYKgHA-unsplash_qcpgiy.jpg,random-institute-zXu9RsYKgHA-unsplash_qcpgiy.jpg,exact_filename,1,random-institute-zXu9RsYKgHA-unsplash_qcpgiy.jpg,1,src/pages/hb-home.js:731
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499097/karuna-brand_cgruz0.png,karuna-brand_cgruz0.png,exact_filename,1,karuna-brand_cgruz0.png,1,src/pages/hb-home.js:26
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499163/Logo-Black_e2b52c60-8cb6-4ed1-81ff-c0a86bb0795f_acagzq.svg,Logo-Black_e2b52c60-8cb6-4ed1-81ff-c0a86bb0795f_acagzq.svg,exact_filename,1,Logo-Black_e2b52c60-8cb6-4ed1-81ff-c0a86bb0795f_acagzq.svg,1,src/pages/hb-home.js:24
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499225/yujo-removebg-preview_cjol1f.png,yujo-removebg-preview_cjol1f.png,exact_filename,1,yujo-removebg-preview_cjol1f.png,1,src/pages/hb-home.js:25
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499290/coffeatlastlgog_lsat63-removebg-preview_k5vfbh.png,coffeatlastlgog_lsat63-removebg-preview_k5vfbh.png,exact_filename,1,coffeatlastlgog_lsat63-removebg-preview_k5vfbh.png,1,src/pages/hb-home.js:28
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762984519/IMG_0145_aswkq8.jpg,IMG_0145_aswkq8.jpg,exact_filename,1,IMG_0145_aswkq8.jpg,1,src/pages/hb-home.js:38
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762984637/IMG_0203_ekodw2.jpg,IMG_0203_ekodw2.jpg,exact_filename,1,IMG_0203_ekodw2.jpg,1,src/pages/hb-home.js:39
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762984754/IMG_0227_mrfdsc.jpg,IMG_0227_mrfdsc.jpg,exact_filename,1,IMG_0227_mrfdsc.jpg,1,src/pages/hb-home.js:40
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762985462/HB_tasting_letaru_f0sh9o.png,HB_tasting_letaru_f0sh9o.png,exact_filename,1,HB_tasting_letaru_f0sh9o.png,1,src/pages/hb-home.js:890
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762986376/Tierra-Full-Logo-Green_gxnaj6.webp,Tierra-Full-Logo-Green_gxnaj6.webp,exact_filename,1,Tierra-Full-Logo-Green_gxnaj6.webp,1,src/pages/hb-home.js:32
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762987942/Lab-Test-Results-ML-2025-06446_ovreug.pdf,Lab-Test-Results-ML-2025-06446_ovreug.pdf,exact_filename,1,Lab-Test-Results-ML-2025-06446_ovreug.pdf,2,src/pages/lab-tests.js:22 | src/pages/lab-tests.js:23
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762987943/Lab-Test-FA-2025-10664_copy_of2v1k.pdf,Lab-Test-FA-2025-10664_copy_of2v1k.pdf,exact_filename,1,Lab-Test-FA-2025-10664_copy_of2v1k.pdf,2,src/pages/lab-tests.js:11 | src/pages/lab-tests.js:12
